Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Score,Recommendation_Helpfulness,Rating_Accuracy,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction,Purchase_Categories_List
2023-06-07 09:32:38+05:30,43,Female,Once A Week,Home and Kitchen;others,No,Multiple Times A Day,Filter,Multiple Pages,4,No,Sometimes,High shipping costs,Never,Yes,Never,No,2,Sometimes,5,4,All The Above,Customer service responsiveness,242483,"['Home and Kitchen', 'others']"
2023-06-07 23:10:09+05:30,3,Prefer Not To Say,Less Than Once A Month,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Rarely,Categories,First Page,5,Maybe,Always,High shipping costs,Sometimes,Yes,Occasionally,No,3,No,3,1,Customer Service,User interface of app,338389,"['Beauty and Personal Care', 'Home and Kitchen', 'others']"
2023-06-07 14:19:05+05:30,45,Male,Few Times A Month,others,No,Few Times A Week,Filter,First Page,3,Maybe,Always,others,Always,Yes,Heavily,No,3,No,3,4,Not Specified,Reducing packaging waste,214786,['others']
2023-06-11 23:16:58+05:30,50,Female,Few Times A Month,others,No,Multiple Times A Day,Others,First Page,1,Yes,Never,High shipping costs,Always,No,Occasionally,Sometimes,1,No,5,3,Customer Service,User interface,903980,['others']
2023-06-08 17:16:17+05:30,21,Prefer Not To Say,Multiple Times A Week,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Multiple Times A Day,Not Specified,First Page,3,No,Always,High shipping costs,Rarely,Yes,Rarely,Sometimes,5,Yes,3,3,Not Specified,Irrelevant product suggestions,474482,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'others']"
2023-06-05 15:28:01+05:30,65,Prefer Not To Say,Multiple Times A Week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Yes,Rarely,Filter,Multiple Pages,5,No,Sometimes,others,Always,No,Moderately,Sometimes,4,Sometimes,2,4,Wide Product Selection,Shipping speed and reliability,320600,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'others']"
2023-06-06 19:42:13+05:30,3,Prefer Not To Say,Once A Week,Groceries and Gourmet Food;Beauty and Personal Care,Yes,Rarely,Keyword,Multiple Pages,3,No,Rarely,others,Always,Yes,Moderately,No,5,Yes,5,1,All The Above,Shipping speed and reliability,221456,"['Groceries and Gourmet Food', 'Beauty and Personal Care']"
2023-06-12 14:51:24+05:30,56,Prefer Not To Say,Once A Month,Groceries and Gourmet Food;Clothing and Fashion,Yes,Few Times A Week,Filter,Multiple Pages,1,Maybe,Always,High shipping costs,Never,Yes,Heavily,Yes,5,Sometimes,1,2,Customer Service,Add more familiar brands to the list,325265,"['Groceries and Gourmet Food', 'Clothing and Fashion']"
2023-06-11 21:15:38+05:30,36,Prefer Not To Say,Less Than Once A Month,Beauty and Personal Care;Clothing and Fashion;others,Yes,Rarely,Categories,First Page,2,Maybe,Rarely,Changed my mind or no longer need the item,Often,No,Rarely,No,1,No,5,3,Product Recommendations,Scrolling option would be much better than going to next page,296652,"['Beauty and Personal Care', 'Clothing and Fashion', 'others']"
2023-06-07 21:54:56+05:30,32,Female,Few Times A Month,others,Yes,Few Times A Month,Filter,First Page,2,Maybe,Rarely,Changed my mind or no longer need the item,Always,Yes,Moderately,Yes,1,Sometimes,1,2,All The Above,I have no problem with Amazon yet. But others tell me about the refund issues,846303,['others']
2023-06-07 18:16:51+05:30,4,Prefer Not To Say,Multiple Times A Week,Groceries and Gourmet Food;Home and Kitchen;others,No,Multiple Times A Day,Categories,First Page,3,Maybe,Never,Found a better price elsewhere,Rarely,Yes,Heavily,No,5,Sometimes,5,5,Customer Service,Add more familiar brands to the list,381632,"['Groceries and Gourmet Food', 'Home and Kitchen', 'others']"
2023-06-12 16:02:02+05:30,25,Female,Few Times A Month,Clothing and Fashion;others,Yes,Few Times A Month,Not Specified,First Page,5,Yes,Always,Changed my mind or no longer need the item,Rarely,Yes,Occasionally,Sometimes,3,No,2,1,Quick Delivery,I don't have any problem with Amazon,350347,"['Clothing and Fashion', 'others']"
2023-06-06 18:38:45+05:30,17,Male,Less Than Once A Month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Few Times A Month,Others,Multiple Pages,4,Maybe,Never,Found a better price elsewhere,Sometimes,Yes,Never,Sometimes,1,No,3,1,User-Friendly Website/App Interface,I don't have any problem with Amazon,468143,"['Groceries and Gourmet Food', 'Home and Kitchen']"
2023-06-07 12:13:39+05:30,30,Others,Less Than Once A Month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Few Times A Month,Categories,First Page,2,Yes,Often,Found a better price elsewhere,Sometimes,Yes,Never,No,2,Yes,3,5,All The Above,Nothing,702163,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Home and Kitchen']"
2023-06-09 14:34:43+05:30,12,Prefer Not To Say,Few Times A Month,Beauty and Personal Care;others,No,Rarely,Not Specified,First Page,5,Maybe,Rarely,High shipping costs,Often,No,Occasionally,Yes,3,No,2,1,All The Above,User interface of app,905673,"['Beauty and Personal Care', 'others']"
2023-06-07 22:11:28+05:30,43,Prefer Not To Say,Less Than Once A Month,Groceries and Gourmet Food;Clothing and Fashion,No,Rarely,Keyword,First Page,2,Maybe,Often,others,Always,Yes,Never,Sometimes,1,No,2,2,Quick Delivery,Not Specified,279680,"['Groceries and Gourmet Food', 'Clothing and Fashion']"
2023-06-07 18:18:37+05:30,57,Others,Multiple Times A Week,Clothing and Fashion,No,Rarely,Categories,Multiple Pages,1,No,Never,Changed my mind or no longer need the item,Always,Yes,Never,Sometimes,4,Yes,1,1,Customer Service,Shipping speed and reliability,247500,['Clothing and Fashion']
2023-06-09 09:32:44+05:30,42,Female,Once A Week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few Times A Month,Categories,First Page,2,Yes,Rarely,Found a better price elsewhere,Often,No,Occasionally,No,5,No,2,2,Quick Delivery,Nothing,833472,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-08 17:28:09+05:30,32,Male,Multiple Times A Week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few Times A Week,Categories,Multiple Pages,5,No,Never,others,Always,Yes,Moderately,Yes,5,Yes,4,2,Quick Delivery,I don't have any problem with Amazon,503385,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-08 03:23:21+05:30,21,Prefer Not To Say,Less Than Once A Month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,Keyword,First Page,2,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,No,Never,Sometimes,5,Yes,1,4,Wide Product Selection,better app interface and lower shipping charges,159786,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-06 18:32:00+05:30,63,Others,Less Than Once A Month,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Few Times A Week,Categories,Multiple Pages,4,Maybe,Never,Found a better price elsewhere,Rarely,No,Rarely,Sometimes,1,Yes,2,2,Product Recommendations,better app interface and lower shipping charges,828255,"['Beauty and Personal Care', 'Home and Kitchen', 'others']"
2023-06-07 20:20:23+05:30,10,Male,Once A Month,Groceries and Gourmet Food;Home and Kitchen,No,Multiple Times A Day,Filter,First Page,4,Yes,Rarely,others,Often,No,Heavily,Yes,5,Yes,3,1,Customer Service,No problems with Amazon,249864,"['Groceries and Gourmet Food', 'Home and Kitchen']"
2023-06-09 10:28:57+05:30,60,Others,Less Than Once A Month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Few Times A Week,Keyword,Multiple Pages,3,Maybe,Always,High shipping costs,Always,Yes,Moderately,Sometimes,5,No,5,3,Quick Delivery,Irrelevant product suggestions,662370,"['Groceries and Gourmet Food', 'Home and Kitchen']"
2023-06-06 18:51:13+05:30,6,Others,Once A Month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Few Times A Week,Keyword,Multiple Pages,3,Yes,Always,Found a better price elsewhere,Rarely,No,Never,No,3,No,1,5,Competitive Prices,Product quality and accuracy,257446,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-08 03:32:42+05:30,51,Others,Multiple Times A Week,Beauty and Personal Care,Sometimes,Few Times A Week,Categories,Multiple Pages,3,Yes,Always,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Sometimes,5,Sometimes,4,1,Customer Service,Product quality and accuracy,810987,['Beauty and Personal Care']
2023-06-11 23:19:12+05:30,63,Female,Less Than Once A Month,others,Yes,Multiple Times A Day,Keyword,Multiple Pages,2,No,Often,High shipping costs,Sometimes,Yes,Never,No,3,Yes,3,2,User-Friendly Website/App Interface,Irrelevant product suggestions,608071,['others']
2023-06-06 20:08:19+05:30,39,Prefer Not To Say,Less Than Once A Month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Few Times A Week,Not Specified,First Page,3,Maybe,Rarely,others,Sometimes,No,Heavily,Yes,1,Yes,3,1,Wide Product Selection,Not Specified,789962,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-07 09:19:23+05:30,61,Female,Less Than Once A Month,Beauty and Personal Care;Clothing and Fashion;others,Yes,Few Times A Week,Filter,First Page,4,No,Never,Found a better price elsewhere,Never,Yes,Rarely,Yes,3,Sometimes,2,1,Quick Delivery,Quality of product is very poor according to the big offers,137413,"['Beauty and Personal Care', 'Clothing and Fashion', 'others']"
2023-06-11 22:49:49+05:30,38,Prefer Not To Say,Few Times A Month,Groceries and Gourmet Food;Clothing and Fashion,No,Multiple Times A Day,Not Specified,Multiple Pages,1,Yes,Always,High shipping costs,Always,Yes,Rarely,Yes,4,Yes,1,1,Not Specified,better app interface and lower shipping charges,539325,"['Groceries and Gourmet Food', 'Clothing and Fashion']"
2023-06-09 10:22:03+05:30,44,Prefer Not To Say,Once A Week,Clothing and Fashion;Home and Kitchen;others,Yes,Few Times A Week,Others,First Page,1,Yes,Sometimes,High shipping costs,Rarely,Yes,Moderately,No,5,Sometimes,5,5,Customer Service,Scrolling option would be much better than going to next page,207225,"['Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-09 09:34:07+05:30,57,Prefer Not To Say,Multiple Times A Week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,Others,Multiple Pages,3,Yes,Often,Found a better price elsewhere,Rarely,No,Heavily,No,3,No,4,2,Customer Service,Nothing,635075,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-07 17:26:20+05:30,57,Female,Once A Week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,No,Few Times A Week,Keyword,First Page,3,No,Always,Found a better price elsewhere,Never,Yes,Moderately,No,4,Sometimes,2,4,User-Friendly Website/App Interface,Nil,781251,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'others']"
2023-06-08 18:01:33+05:30,7,Others,Multiple Times A Week,Clothing and Fashion;Home and Kitchen,Sometimes,Multiple Times A Day,Filter,First Page,3,No,Never,Changed my mind or no longer need the item,Rarely,No,Rarely,Yes,5,Sometimes,4,3,Competitive Prices,Nil,696800,"['Clothing and Fashion', 'Home and Kitchen']"
2023-06-11 23:16:58+05:30,57,Male,Once A Month,Home and Kitchen;others,Yes,Few Times A Week,Categories,Multiple Pages,4,Maybe,Always,High shipping costs,Rarely,Yes,Occasionally,Sometimes,3,No,3,3,Competitive Prices,I have no problem with Amazon yet. But others tell me about the refund issues,896310,"['Home and Kitchen', 'others']"
2023-06-04 23:38:30+05:30,51,Prefer Not To Say,Few Times A Month,Clothing and Fashion;others,Yes,Few Times A Month,Keyword,First Page,2,No,Never,High shipping costs,Always,No,Heavily,Yes,3,Yes,2,2,Product Recommendations,Quality of product is very poor according to the big offers,808542,"['Clothing and Fashion', 'others']"
2023-06-08 17:19:23+05:30,27,Others,Once A Week,others,No,Few Times A Month,Categories,Multiple Pages,5,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Heavily,No,2,No,2,5,Quick Delivery,Customer service responsiveness,373879,['others']
2023-06-10 14:40:34+05:30,42,Prefer Not To Say,Multiple Times A Week,Clothing and Fashion;Home and Kitchen;others,Yes,Few Times A Month,Keyword,Multiple Pages,5,No,Always,Found a better price elsewhere,Rarely,No,Occasionally,Sometimes,2,Sometimes,5,4,Competitive Prices,I don't have any problem with Amazon,651681,"['Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-06 19:18:52+05:30,6,Others,Multiple Times A Week,Beauty and Personal Care,Yes,Few Times A Month,Others,First Page,4,No,Often,Changed my mind or no longer need the item,Never,No,Rarely,Sometimes,1,Sometimes,5,4,Not Specified,Irrelevant product suggestions,761027,['Beauty and Personal Care']
2023-06-06 18:43:02+05:30,25,Male,Less Than Once A Month,Groceries and Gourmet Food;Clothing and Fashion;others,Yes,Rarely,Keyword,Multiple Pages,5,No,Never,Found a better price elsewhere,Always,Yes,Heavily,Yes,1,Sometimes,4,4,Product Recommendations,Irrelevant product suggestions,664329,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'others']"
2023-06-08 17:27:22+05:30,41,Prefer Not To Say,Multiple Times A Week,Groceries and Gourmet Food,Sometimes,Rarely,Keyword,First Page,4,Yes,Often,High shipping costs,Sometimes,Yes,Rarely,No,2,Yes,5,1,Customer Service,Not Specified,501330,['Groceries and Gourmet Food']
2023-06-09 15:26:38+05:30,48,Male,Once A Month,others,Sometimes,Few Times A Week,Keyword,First Page,1,Maybe,Never,High shipping costs,Rarely,No,Rarely,Sometimes,2,No,2,4,Customer Service,Not Specified,777172,['others']
2023-06-06 16:46:25+05:30,67,Male,Few Times A Month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few Times A Week,Keyword,First Page,5,No,Rarely,High shipping costs,Rarely,No,Heavily,No,2,Sometimes,5,1,Customer Service,Quality of product is very poor according to the big offers,720840,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-11 23:06:52+05:30,8,Male,Multiple Times A Week,Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,Keyword,Multiple Pages,2,Yes,Rarely,others,Rarely,Yes,Heavily,No,3,Sometimes,5,3,All The Above,User interface of app,238992,"['Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-07 13:40:37+05:30,18,Female,Multiple Times A Week,Beauty and Personal Care;Clothing and Fashion;others,No,Few Times A Week,Categories,First Page,4,Maybe,Sometimes,others,Rarely,No,Occasionally,Yes,5,Yes,3,3,User-Friendly Website/App Interface,User interface of app,473877,"['Beauty and Personal Care', 'Clothing and Fashion', 'others']"
2023-06-11 22:56:58+05:30,26,Female,Once A Month,Home and Kitchen,Sometimes,Few Times A Month,Not Specified,Multiple Pages,4,No,Sometimes,Found a better price elsewhere,Never,Yes,Occasionally,No,5,No,2,5,Wide Product Selection,I have no problem with Amazon yet. But others tell me about the refund issues,564292,['Home and Kitchen']
2023-06-04 23:09:27+05:30,29,Others,Less Than Once A Month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few Times A Month,Filter,Multiple Pages,4,Yes,Rarely,High shipping costs,Rarely,Yes,Moderately,Yes,2,No,5,5,Wide Product Selection,Irrelevant product suggestions,548158,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-09 16:28:58+05:30,51,Prefer Not To Say,Few Times A Month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Few Times A Month,Filter,First Page,2,Yes,Never,Found a better price elsewhere,Always,No,Rarely,No,5,Sometimes,2,4,Customer Service,Customer service responsiveness,702212,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Home and Kitchen']"
2023-06-09 10:24:58+05:30,20,Others,Once A Month,Clothing and Fashion;Home and Kitchen;others,No,Rarely,Keyword,First Page,2,Yes,Often,Changed my mind or no longer need the item,Sometimes,No,Never,No,1,No,4,1,User-Friendly Website/App Interface,No problems with Amazon,403369,"['Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-07 23:08:52+05:30,21,Prefer Not To Say,Less Than Once A Month,Beauty and Personal Care,No,Few Times A Month,Keyword,First Page,1,Yes,Never,High shipping costs,Often,No,Occasionally,No,2,No,3,4,All The Above,Nothing,910439,['Beauty and Personal Care']
2023-06-08 10:54:00+05:30,53,Female,Once A Month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Few Times A Month,Not Specified,First Page,4,Yes,Sometimes,others,Sometimes,No,Heavily,No,2,No,3,3,User-Friendly Website/App Interface,Add more familiar brands to the list,784378,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-12 09:40:22+05:30,13,Others,Once A Month,Groceries and Gourmet Food;Clothing and Fashion,Yes,Multiple Times A Day,Categories,Multiple Pages,3,Maybe,Always,High shipping costs,Rarely,No,Occasionally,Sometimes,5,Yes,4,5,Wide Product Selection,UI,949091,"['Groceries and Gourmet Food', 'Clothing and Fashion']"
2023-06-08 11:59:14+05:30,60,Female,Few Times A Month,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Few Times A Week,Others,Multiple Pages,4,No,Never,High shipping costs,Always,No,Never,Sometimes,3,Yes,4,3,Wide Product Selection,No problems with Amazon,990981,"['Groceries and Gourmet Food', 'Clothing and Fashion']"
